Name,Authors,Price,Image-url,Rating,NumberOfPages,Format,Publication date,Publisher,Language,ISBN10,ISBN13,Publication City,Publication Country,Width,Height,Thickness,Weight
"Machine Learning in Medical Imaging : 7th International Workshop, MLMI 2016, Held in Conjunction with MICCAI 2016, Athens, Greece, October 17, 2016, Proceedings","Li Wang, Ehsan Adeli, Qian Wang, Yinghuan Shi, Heung-Il Suk",2519.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3194/9783319471563.jpg,,324.0,Paperback,2016-10-01,Springer International Publishing AG,English,3319471562,9783319471563,Cham,Switzerland,155.0,235.0,18.03,5153.0
Advances in Machine Learning Research,Sharad Shandilya,2680.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/6332/9781633212091.jpg,,107.0,Paperback,2014-09-01,Nova Science Publishers Inc,English,1633212092,9781633212091,New York,United States,152.0,229.0,6.35,240.0
"Machine Learning and Cybernetics : 13th International Conference, Lanzhou, China, July 13-16, 2014. Proceedings","Xizhao Wang, Witold Pedrycz, Patrick Chan, Qiang He",2714.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6624/9783662456514.jpg,,462.0,Paperback,2014-12-17,Springer-Verlag Berlin and Heidelberg GmbH & Co. KG,English,3662456516,9783662456514,Berlin,Germany,155.0,235.0,24.38,7139.0
Machine Learning with Python : The Basics,David V,406.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5449/9781544933498.jpg,3.0,84.0,Paperback,2017-04-13,Createspace Independent Publishing Platform,English,1544933495,9781544933498,,,152.0,229.0,4.0,122.0
Machine Learning with R Cookbook -,"AshishSingh Bhatia, Chiu (David  Yu-Wei Chiu)",1591.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7872/9781787284395.jpg,3.0,572.0,Paperback,2017-10-23,Packt Publishing Limited,English,1787284395,9781787284395,Birmingham,United Kingdom,191.0,235.0,29.46,970.69
Machine Learning Paradigms : Applications in Recommender Systems,"Aristomenis S. Lampropoulos, George A. Tsihrintzis",3247.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3193/9783319384962.jpg,,125.0,Paperback,2016-11-04,Springer International Publishing AG,English,3319384961,9783319384962,Cham,Switzerland,155.0,235.0,7.87,2292.0
Python Machine Learning Cookbook,Prateek Joshi,1744.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7864/9781786464477.jpg,2.5,304.0,Paperback,2016-06-23,Packt Publishing Limited,English,1786464470,9781786464477,Birmingham,United Kingdom,191.0,235.0,16.26,526.17
"Machine Learning and Intelligent Communications : Second International Conference, MLICOM 2017, Weihai, China, August 5-6, 2017, Proceedings, Part I","Xuemai Gu, Gongliang Liu, Bo Li",2702.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3197/9783319735634.jpg,5.0,715.0,Paperback,2018-02-23,Springer International Publishing AG,English,3319735632,9783319735634,Cham,Switzerland,155.0,235.0,37.59,1122.0
Source Separation and Machine Learning,Jen-Tzung Chien,2416.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1281/9780128177969.jpg,,384.0,Paperback,2018-10-23,Elsevier Science Publishing Co Inc,English,0128177969,9780128177969,San Diego,United States,191.0,235.0,20.07,730.0
Machine Learning Guide : Practical Approach for Business,Simone Capostagno,444.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7224/9781722486143.jpg,4.5,46.0,Paperback,2018-07-05,Createspace Independent Publishing Platform,English,1722486147,9781722486143,,,152.0,229.0,3.0,77.0
Monetizing Machine Learning : Quickly Turn Python ML Ideas into Web Applications on the Serverless Cloud,"Manuel Amunategui, Mehdi Roopaei",1001.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484238721.jpg,3.0,482.0,Paperback,2018-12-01,aPress,English,1484238729,9781484238721,Berkley,United States,178.0,254.0,26.92,986.0
Machine Learning on Data Lake,Nataliya Boyko,1620.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/1398/9786139836680.jpg,,188.0,Paperback,2018-07-16,LAP Lambert Academic Publishing,English,6139836689,9786139836680,,,152.0,229.0,11.0,281.0
Machine Learning for Hackers : R and Jupyter Notebooks,Isabella Romeo,861.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/9966/9780996686044.jpg,,284.0,Paperback,2018-07-14,Sherwood Forest Books,English,0996686045,9780996686044,,,178.0,254.0,15.0,494.0
That Book on AI and Machine Learning : A One-Hour Intro,"Bobby Timberlake, Jonathan B Morley",360.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7931/9781793145147.jpg,,132.0,Paperback,2020-01-01,Independently Published,English,1793145148,9781793145147,,,127.0,203.0,7.0,136.0
"Machine Learning in Medical Imaging : 11th International Workshop, MLMI 2020, Held in Conjunction with MICCAI 2020, Lima, Peru, October 4, 2020, Proceedings","Mingxia Liu, Pingkun Yan, Chunfeng Lian, Xiaohuan Cao",3163.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0305/9783030598600.jpg,,686.0,Paperback,2020-12-05,Springer Nature Switzerland AG,English,3030598608,9783030598600,Cham,Switzerland,155.0,235.0,35.81,1062.0
"Computational Intelligence and Machine Learning : Proceedings of the 7th International Conference on Advanced Computing, Networking, and Informatics (ICACNI 2019)","JYOTSNA KUMAR MANDAL, Imon Mukherjee, Sambit Bakshi, Sanjay Chatterji, Pankaj K. Sa",7210.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811586095.jpg,,200.0,Paperback,2021-01-30,"Springer Verlag, Singapore",English,9811586098,9789811586095,Singapore,Singapore,155.0,235.0,11.43,332.0
Machine Learning in Python : A Dive Into Depths Of Python - Ultimate Guide For Beginners To Improve Their Skills,Sarah Andreas,639.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/6028/9798602845631.jpg,,132.0,Paperback,2020-01-23,Independently Published,English,,9798602845631,,,127.0,203.0,7.0,136.0
Optimization in Machine Learning and Applications,"Anand J. Kulkarni, Suresh Chandra Satapathy",1693.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811509964.jpg,,197.0,Paperback,2020-12-10,"Springer Verlag, Singapore",English,9811509964,9789811509964,Singapore,Singapore,155.0,235.0,11.18,326.0
Machine Learning Book Python : The Perfect Handbook For Building A Top-Notch Code In Scratch And Using Python Data Science Programming To Elevate Your Skills Out Of The Ordinary,Michael and Eric Scratch,500.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8013/9781801326957.jpg,,116.0,Paperback,2020-11-25,Luca Pino,English,1801326959,9781801326957,,,152.0,229.0,6.0,163.0
"Advances in Machine Learning and Cybernetics : 4th International Conference, ICMLC 2005, Guangzhou, China, August 18-21, 2005, Revised Selected Papers","Daniel S. Yeung, Zhi-Qiang Liu, Xi-zhao Wang, Hong Yan",4286.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5403/9783540335849.jpg,,1110.0,Paperback,2009-05-26,Springer-Verlag Berlin and Heidelberg GmbH & Co. KG,English,3540335846,9783540335849,Berlin,Germany,155.0,235.0,56.64,1682.0
Machine Learning in Concrete Technology,"Pijush Samui, S K Sekar, Kallyan Kulkarni",72.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6393/9783639356847.jpg,,84.0,Paperback,2011-05-11,VDM Verlag,English,3639356845,9783639356847,,,152.0,229.0,5.0,136.0
"Machine Learning in Medical Imaging : Second International Workshop, MLMI 2011, Held in Conjunction with MICCAI 2011, Toronto, Canada, September 18, 2011, Proceedings","Kenji Suzuki, Fei Wang, Dinggang Shen, Pingkun Yan",2129.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6422/9783642243189.jpg,,371.0,Paperback,2011-11-03,Springer-Verlag Berlin and Heidelberg GmbH & Co. KG,English,3642243185,9783642243189,Berlin,Germany,155.0,235.0,22.86,586.0
Machine Learning in Agroecology,Aneta Trajanov,1571.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/8454/9783845471334.jpg,,140.0,Paperback,2011-09-20,LAP Lambert Academic Publishing,English,3845471336,9783845471334,,,152.0,229.0,8.0,213.0
Statistical Learning and Data Science,"Mireille Gettler Summa, Leon Bottou, Bernard Goldfarb, Fionn Murtagh, Catherine Pardoux, Myriam Touati",1769.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3673/9780367381899.jpg,3.0,243.0,Paperback,2019-09-25,Taylor & Francis Ltd,English,0367381893,9780367381899,London,United Kingdom,178.0,254.0,17.78,476.0
Statistical Learning of Complex Data,"Francesca Greselin, Laura Deldossi, Luca Bagnato, Maurizio Vichi",3022.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0302/9783030211394.jpg,,201.0,Paperback,2019-10-30,Springer Nature Switzerland AG,English,3030211398,9783030211394,Cham,Switzerland,155.0,235.0,11.68,338.0
The Business of Machine Learning : A Technical Decision Maker's Guide to Communication and Strategy,"Josh Holmes, Michael Lanzetta",1508.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484235423.jpg,,230.0,Paperback,2021-07-01,aPress,English,1484235428,9781484235423,Berkley,United States,,,,
Machine Learning With Go,Daniel Whitenack,1591.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7858/9781785882104.jpg,3.38,304.0,Paperback,2017-09-26,Packt Publishing Limited,English,1785882104,9781785882104,Birmingham,United Kingdom,191.0,235.0,16.26,526.17
Machine Learning for Planetary Science,"Joern Helbert, Mario D'Amore, Michael Aye, Hannah Kerner",4275.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1281/9780128187210.jpg,,400.0,Paperback,2021-06-01,Elsevier Science Publishing Co Inc,English,0128187212,9780128187210,,,,,,
"Machine Learning for Networking : First International Conference, MLN 2018, Paris, France, November 27-29, 2018, Revised Selected Papers","Eric Renault, Paul Mühlethaler, Selma Boumerdassi",2311.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0301/9783030199449.jpg,,388.0,Paperback,2019-05-10,Springer Nature Switzerland AG,English,3030199444,9783030199449,Cham,Switzerland,155.0,235.0,21.08,617.0
Machine Learning with SAS : Special Collection,Saratendu Sethi,486.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6429/9781642954760.jpg,,168.0,Paperback,2019-06-21,SAS Institute,English,1642954764,9781642954760,,,216.0,279.0,9.0,404.0
"Machine Learning in Medical Imaging : 10th International Workshop, MLMI 2019, Held in Conjunction with MICCAI 2019, Shenzhen, China, October 13, 2019, Proceedings","Heung-Il Suk, Mingxia Liu, Pingkun Yan, Chunfeng Lian",2358.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0303/9783030326913.jpg,,695.0,Paperback,2019-10-10,Springer Nature Switzerland AG,English,3030326918,9783030326913,Cham,Switzerland,155.0,235.0,36.32,1080.0
Machine Learning Applications,"Dr Sapna Singh, Dr Mohit Gangwar",1818.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9786/2026/9786202675109.jpg,,92.0,Paperback,2020-10-20,LAP Lambert Academic Publishing,English,6202675101,9786202675109,,,152.0,229.0,6.0,145.0
Machine Learning with the Raspberry Pi : Experiments with Data and Computer Vision,Donald J. Norris,762.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484251737.jpg,3.0,568.0,Paperback,2019-12-13,aPress,English,1484251733,9781484251737,Berkley,United States,155.0,235.0,29.72,878.0
Machine Learning for iOS Developers,Abhishek Mishra,641.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/1196/9781119602873.jpg,,336.0,Paperback,2020-03-04,John Wiley & Sons Inc,English,1119602874,9781119602873,New York,United States,199.0,227.0,18.0,582.0
"Machine Learning and Knowledge Extraction : Third IFIP TC 5, TC 12, WG 8.4, WG 8.9, WG 12.9 International Cross-Domain Conference, CD-MAKE 2019, Canterbury, UK, August 26-29, 2019, Proceedings","Andreas Holzinger, Peter Kieseberg, A Min Tjoa, Edgar Weippl",2094.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0302/9783030297251.jpg,,416.0,Paperback,2019-08-23,Springer Nature Switzerland AG,English,303029725X,9783030297251,Cham,Switzerland,155.0,235.0,22.35,658.0
Machine Learning and Information Processing : Proceedings of ICMLIP 2019,"Debabala Swain, Prasant Kumar Pattnaik, Pradeep K. Gupta",5624.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8115/9789811518836.jpg,,537.0,Paperback,2020-03-24,"Springer Verlag, Singapore",English,9811518831,9789811518836,Singapore,Singapore,155.0,235.0,28.7,842.0
AI and Machine Learning,Was Rahman,500.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/3538/9789353884413.jpg,,180.0,Paperback,2020-11-14,Sage Publications India Pvt Ltd,English,9353884411,9789353884413,New Delhi,India,,,,
Applied Machine Learning,David Forsyth,1865.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0301/9783030181161.jpg,3.5,494.0,Paperback,2020-08-14,Springer Nature Switzerland AG,English,3030181162,9783030181161,Cham,Switzerland,210.0,279.0,26.42,1259.0
"Machine Learning for Cyber Security : Third International Conference, ML4CS 2020, Guangzhou, China, October 8-10, 2020, Proceedings, Part I","Xiaofeng Chen, Hongyang Yan, Qiben Yan, Xiangliang Zhang",3277.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0306/9783030622220.jpg,,650.0,Paperback,2020-12-24,Springer Nature Switzerland AG,English,3030622223,9783030622220,Cham,Switzerland,155.0,235.0,34.54,1027.0
Quantum Machine Learning With Python : Using Cirq from Google Research and IBM Qiskit,Santanu Pattanayak,1006.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4842/9781484265215.jpg,,314.0,Paperback,2021-02-22,aPress,English,1484265211,9781484265215,Berkley,United States,,,,
"Machine Learning in Social Networks : Embedding Nodes, Edges, Communities, and Graphs","Manasvi Aggarwal, M.N. Murty",1872.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/8133/9789813340213.jpg,,112.0,Paperback,2021-02-06,"Springer Verlag, Singapore",English,9813340215,9789813340213,Singapore,Singapore,155.0,235.0,6.86,203.0
The Book of Machine Learning Projects,"Nadia Udler, Phillip Bradford",1306.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1354/9780135473207.jpg,,,Paperback,2021-10-28,Pearson Education (US),,0135473209,9780135473207,Boston,United States,,,,
Machine Learning for Beginners,Samuel Hack,670.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8011/9781801142939.jpg,,220.0,Paperback,2020-12-04,Samuel Hack,English,1801142939,9781801142939,,,152.0,229.0,12.0,299.0
Machine Learning with Python,ML & Ai Academy,568.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8012/9781801255318.jpg,,186.0,Paperback,2020-11-21,Giale Ltd,English,1801255318,9781801255318,,,152.0,229.0,10.0,254.0
"Machine Learning with Python : An Advanced Guide to Go Deep into Artificial Intelligence. Tools, Tips and Tricks for Going into Data Science and Data Analysis using Python and TensorFlow",Russel R Russo,577.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8011/9781801118590.jpg,,196.0,Paperback,2020-10-30,Zanshin Honya Ltd,English,1801118590,9781801118590,,,152.0,229.0,11.0,268.0
Machine Learning Aplicado,Sammy Liberman,1282.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9798/5545/9798554549359.jpg,,208.0,Paperback,2020-10-28,Independently Published,Spanish,,9798554549359,,,216.0,280.0,14.0,680.0
"Machine Learning and Intelligent Communications : 5th International Conference, MLICOM 2020, Shenzhen, China, September 26-27, 2020, Proceedings","Mingxiang Guan, Zhenyu Na",2766.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/0306/9783030667849.jpg,,528.0,Paperback,2021-02-14,Springer Nature Switzerland AG,English,3030667847,9783030667849,Cham,Switzerland,,,,
"Machine Learning in Cyber Trust : Security, Privacy, and Reliability","Jeffrey J. P. Tsai, Philip S. Yu",4504.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4419/9781441946980.jpg,2.4,362.0,Paperback,2010-11-05,Springer-Verlag New York Inc.,English,1441946985,9781441946980,"New York, NY",United States,155.0,235.0,19.81,581.0
Machine Learning of Natural Language,"David M.W. Powers, Christopher C.R. Turk",2843.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5401/9783540195573.jpg,3.0,358.0,Paperback,1989-12-19,Springer-Verlag Berlin and Heidelberg GmbH & Co. KG,English,3540195572,9783540195573,Berlin,Germany,170.0,242.0,19.56,665.0
"Machine Learning for Multimodal Interaction : Second International Workshop, MLMI 2005, Edinburgh, UK, July 11-13, 2005, Revised Selected Papers","Steve Renals, Samy Bengio",3665.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/5403/9783540325499.jpg,,498.0,Paperback,2006-03-15,Springer-Verlag Berlin and Heidelberg GmbH & Co. KG,English,3540325492,9783540325499,Berlin,Germany,155.0,235.0,26.16,1560.0
Machine Learning in Bioinformatics,"Wajahat Qazi, Khalil Ahmed",1569.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6392/9783639253726.jpg,,132.0,Paperback,2010-05-03,VDM Verlag,English,3639253728,9783639253726,,,152.0,229.0,8.0,204.0
Innovations in Machine Learning : Theory and Applications,Dawn E. Holmes,3980.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/6420/9783642067884.jpg,3.0,276.0,Paperback,2010-11-23,Springer-Verlag Berlin and Heidelberg GmbH & Co. KG,English,3642067883,9783642067884,Berlin,Germany,155.0,235.0,15.75,450.0
"Building Machine Learning Systems with Python : Explore machine learning and deep learning techniques for building intelligent systems using scikit-learn and TensorFlow, 3rd Edition","Luis Pedro Coelho, Willi Richert, Matthieu Brucher",1310.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7886/9781788623223.jpg,3.8,406.0,Paperback,2018-07-31,Packt Publishing Limited,English,1788623223,9781788623223,Birmingham,United Kingdom,75.0,93.0,21.08,694.0
Machine Learning in Medicine,"Ton J. Cleophas, Aeilko H. Zwinderman",2715.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/4007/9789400793637.jpg,3.33,265.0,Paperback,2015-02-08,Springer,English,9400793634,9789400793637,Dordrecht,Netherlands,155.0,235.0,15.24,4336.0
Soft Computing in Machine Learning,"Sang-Yong Rhee, Jooyoung Park, Atsushi Inoue",4223.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9783/3190/9783319055329.jpg,4.0,117.0,Paperback,2014-03-19,Springer International Publishing AG,English,3319055321,9783319055329,Cham,Switzerland,155.0,235.0,6.86,2058.0
Machine Learning in Medicine : Part Two,"Ton J. Cleophas, Aeilko H. Zwinderman",2410.0,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9789/4007/9789400795129.jpg,4.0,231.0,Paperback,2015-06-13,Springer,English,9400795122,9789400795129,Dordrecht,Netherlands,155.0,235.0,13.21,385.0
